2R	10280	0.09236655
2R	10297	0.00150301
2R	10560	0.02149397
2R	10631	0.16766867
2R	10652	0.00150301
2R	10692	0.01161920
2R	10699	0.04144289
2R	10870	0.04144289
2R	10888	0.01257460
2R	10902	0.01161920
2R	10911	0.02149397
2R	10967	0.01461590
2R	10981	0.37631513
2R	11081	0.53984893
2R	11181	0.53984893
2R	11281	0.53984893
2R	11381	0.53984893
2R	11481	0.66766867
2R	11581	1.00000000
2R	11681	0.53984893
2R	11781	0.53984893
2R	11881	0.66766867
2R	11981	0.81872837
2R	12081	0.43028915
2R	12181	0.33533734
2R	12281	0.53984893
2R	12381	0.53984893
2R	12515	0.02066879
2R	12804	0.00150301
2R	12810	0.04323230
2R	12901	0.01161920
2R	12904	0.19112034
2R	13399	0.02149397
2R	13735	0.02066879
2R	13816	0.07396236
2R	14322	0.01501670
2R	14396	0.04933677
2R	14496	0.16126253
2R	14533	0.00150301
2R	14914	0.03926841
2R	15040	0.04323230
2R	15128	0.10055275
2R	15129	0.01161920
2R	15169	0.00150301
2R	15826	0.02066879
2R	15835	0.01237640
2R	15973	0.01257460
2R	16168	0.01501670
2R	16722	0.01161920
2R	16796	0.53984893
2R	16896	0.53984893
2R	16996	0.81872837
2R	17096	0.43028915
2R	17196	0.81872837
2R	17296	0.66766867
2R	17396	0.53360927
2R	17496	0.25225451
2R	17596	0.53984893
2R	17696	0.43028915
2R	17796	0.32107514
2R	17896	0.53984893
2R	17996	0.81872837
2R	18096	0.35027358
2R	18196	0.81872837
2R	18296	0.81872837
2R	18396	0.43028915
2R	18771	0.53984893
2R	18816	0.02066879
2R	18871	0.66766867
2R	18971	0.43028915
2R	19071	0.66766867
2R	19171	0.66766867
2R	19271	0.53984893
2R	19371	0.81872837
2R	19471	0.66766867
2R	19571	0.32107514
2R	19671	0.66766867
2R	19771	0.53984893
2R	19871	0.43028915
2R	19971	0.43028915
2R	20071	0.53984893
2R	20171	0.16638340
2R	20271	0.43028915
2R	20294	0.02066879
2R	20371	0.43028915
2R	20471	0.66766867
2R	20571	0.43028915
2R	20671	0.33533734
2R	20771	0.81818182
2R	20871	0.33533734
2R	20971	0.53984893
2R	21071	0.17894613
2R	21171	0.81872837
2R	21271	0.53984893
2R	21371	0.53984893
2R	21471	0.53984893
2R	21571	0.33533734
2R	21671	0.43028915
2R	21712	0.00150301
2R	21730	0.06334544
2R	21771	0.32107514
2R	21871	0.53984893
2R	21971	0.36096192
2R	21972	0.12072144
2R	21973	0.01501670
2R	21974	0.00150301
2R	22071	0.53984893
2R	22171	0.66766867
2R	22271	0.81872837
2R	22371	0.66766867
2R	22471	0.43028915
2R	22571	0.25225451
2R	22671	0.53984893
2R	22771	0.53984893
2R	22871	0.43028915
2R	22971	0.43028915
2R	23071	0.41870148
2R	23171	0.53984893
2R	23271	0.33533734
2R	23371	0.53984893
2R	23471	0.35027358
2R	23571	0.53984893
2R	23671	0.44497242
2R	23771	0.53360927
2R	23871	0.33533734
2R	23971	0.66766867
2R	24071	0.43028915
2R	24171	0.35027358
2R	24271	0.83535879
2R	24371	0.66766867
2R	24471	0.41870148
2R	24571	0.33533734
2R	24671	0.43028915
2R	24771	0.81872837
2R	24845	0.02066879
2R	24853	0.00150301
2R	24858	0.25225451
2R	24871	0.33533734
2R	24889	0.02149397
2R	24901	0.01461590
2R	24905	0.02066879
2R	24921	0.02149397
2R	24971	0.33533734
2R	25071	0.53984893
2R	25171	0.81872837
2R	25271	0.66766867
2R	25371	0.43028915
2R	25471	0.53984893
2R	25571	0.66766867
2R	25671	0.81872837
2R	25771	0.53984893
2R	25871	0.23764383
2R	25971	0.53984893
2R	26071	0.53984893
2R	26171	0.81872837
2R	26271	0.33533734
2R	26371	0.53984893
2R	26471	0.66766867
2R	26571	0.35027358
2R	26671	1.00000000
2R	26771	0.53984893
2R	26871	0.43028915
2R	26971	0.53984893
2R	27071	0.66766867
2R	27164	0.02149397
2R	27171	0.53984893
2R	27271	0.53984893
2R	27371	0.55474055
2R	27471	0.81872837
2R	27571	0.81872837
2R	27671	0.66766867
2R	27771	0.43028915
2R	27871	0.53984893
2R	27971	0.25225451
2R	28071	0.33533734
2R	28171	0.43028915
2R	28271	0.66766867
2R	28371	0.27631086
2R	28471	1.00000000
2R	28571	0.33533734
2R	28671	0.67022118
2R	28771	0.66766867
2R	28871	0.66766867
2R	28971	0.43028915
2R	29071	0.33533734
2R	29171	0.53984893
2R	29271	0.66766867
2R	29371	0.25225451
2R	29471	0.33533734
2R	29963	0.02149397
2R	30737	0.81872837
2R	30837	0.43028915
2R	30937	0.53984893
2R	31037	0.25225451
2R	33011	0.53984893
2R	33111	0.53984893
2R	33211	0.53984893
2R	33311	0.33533734
2R	33411	0.53984893
2R	33511	0.17894613
2R	33611	0.66766867
2R	33711	0.53984893
2R	33811	0.66766867
2R	33911	0.53984893
2R	34011	0.66766867
2R	34111	0.53984893
2R	34211	0.43028915
2R	34311	0.43028915
2R	34411	0.81872837
2R	34511	0.55474055
2R	34611	0.43028915
2R	34711	0.27631086
2R	34811	0.81872837
2R	34911	0.53984893
2R	35011	0.23686880
2R	35111	0.66766867
2R	35211	0.66766867
2R	35311	0.43028915
2R	35411	0.43028915
2R	35511	0.27631086
2R	35611	0.66766867
2R	35711	0.53984893
2R	35811	0.53984893
2R	35911	0.53984893
2R	36011	0.53984893
2R	36111	0.66766867
2R	36211	0.66766867
2R	36311	0.25225451
2R	36411	0.81872837
2R	36511	0.43028915
2R	36611	0.41870148
2R	36711	0.81872837
2R	36811	0.66766867
2R	36911	0.41870148
2R	37011	0.81872837
2R	37111	0.81872837
2R	37211	0.66766867
2R	37311	0.53984893
2R	37411	0.53984893
2R	37511	0.53984893
2R	37611	0.53984893
2R	37711	0.25225451
2R	37811	0.53984893
2R	37911	0.66766867
2R	38011	0.66766867
2R	38111	0.66766867
2R	38211	0.81872837
2R	38243	0.17894613
2R	38311	0.55474055
2R	38411	0.81872837
2R	38511	0.53984893
2R	38556	0.00150301
2R	38569	0.00150301
2R	38580	0.01440856
2R	38587	0.06447270
2R	38609	0.02066879
2R	38614	0.01237640
2R	38615	0.01501670
2R	38711	0.53984893
2R	38811	0.04298180
2R	38814	0.02066879
2R	38815	0.02149397
2R	38911	0.66766867
2R	38932	0.00150301
2R	38955	0.00150301
2R	39011	0.43028915
2R	39339	0.19112034
2R	39352	0.16766867
2R	39371	0.01128471
2R	39378	0.00150301
2R	39379	0.33333333
2R	39389	0.09236655
2R	39398	0.12072144
2R	39463	0.02149397
2R	39476	0.01636108
2R	39479	0.25225451
2R	39506	0.00150301
2R	39568	0.01161920
2R	39569	0.25380053
2R	39579	0.06570940
2R	39679	0.53984893
2R	39779	0.44497242
2R	39877	0.00150301
2R	39946	0.00150301
2R	39957	0.01461590
2R	39986	0.02149397
2R	39990	0.01461590
2R	39997	0.21829225
2R	40019	0.06334544
2R	40095	0.00150301
2R	40096	0.06447270
2R	40107	0.03478868
2R	40132	0.04144289
2R	40139	0.06704999
2R	40141	0.02149397
2R	40156	0.03361562
2R	40157	0.00150301
2R	40158	0.09995816
2R	40181	0.06447270
2R	40188	0.25000000
2R	40280	0.17894613
2R	40283	0.00150301
2R	40287	0.01636108
2R	40295	0.01636108
2R	40306	0.00150301
2R	40316	0.02149397
2R	40331	0.01501670
2R	40351	0.04933677
2R	40366	0.02149397
2R	40372	0.12192385
2R	40376	0.01161920
2R	40386	0.01155847
2R	40395	0.00150301
2R	40421	0.01257460
2R	40444	0.02149397
2R	40518	0.27631086
2R	40525	0.02149397
2R	40584	0.02955444
2R	40593	0.01077384
2R	40617	0.00150301
2R	40618	0.25225451
2R	40718	0.25225451
2R	40818	0.81872837
2R	40918	0.66766867
2R	41018	0.33533734
2R	41118	0.33533734
2R	41128	0.01501670
2R	41144	0.02066879
2R	41152	0.01501670
2R	41156	0.07980005
2R	41160	0.09995816
2R	41163	0.00150301
2R	41164	0.02149397
2R	41218	0.33533734
2R	41318	0.43028915
2R	41738	0.66766867
2R	41838	0.66766867
2R	41938	0.43028915
2R	42038	0.53984893
2R	42138	0.53984893
2R	42238	0.53984893
2R	42338	0.43028915
2R	42438	0.55474055
2R	42538	0.34093876
2R	42638	0.66766867
2R	42738	0.53984893
2R	42838	0.53984893
2R	42938	0.66766867
2R	43038	0.66766867
2R	43138	0.33533734
2R	43238	0.81872837
2R	43338	0.66766867
2R	43438	0.66766867
2R	43538	0.53984893
2R	43638	0.43028915
2R	43738	0.48304015
2R	43838	0.81872837
2R	43938	0.66766867
2R	44038	0.81872837
2R	44138	0.81872837
2R	44238	0.43028915
2R	44338	0.43028915
2R	44438	0.43028915
2R	44538	0.66766867
2R	44638	0.66766867
2R	44738	0.81872837
2R	44853	0.04144289
2R	44869	0.00150301
2R	44906	0.04876420
2R	44934	0.25000000
2R	44941	0.06447270
2R	44953	0.02149397
2R	44959	0.01501670
2R	44988	0.02066879
2R	44990	0.06447270
2R	45042	0.17647059
2R	45054	0.00150301
2R	45060	0.09236655
2R	45064	0.01161920
2R	45103	0.12192385
2R	45106	0.12192385
2R	45149	0.10636198
2R	45244	0.00150301
2R	45295	0.02066879
2R	45383	0.06447270
2R	45409	0.17894613
2R	45413	0.01155847
2R	45462	0.00150301
2R	45483	0.00150301
2R	45509	0.19112034
2R	45520	0.25225451
2R	45534	0.04876420
2R	45549	0.01461590
2R	45593	0.02149397
2R	45595	0.01387585
2R	45606	0.00150301
2R	45747	0.06334544
2R	45793	0.33533734
2R	45794	0.00150301
2R	45813	0.01461590
2R	45815	0.01461590
2R	45822	0.00150301
2R	45893	0.25225451
2R	45938	0.00150301
2R	45939	0.04876420
2R	45956	0.02066879
2R	45993	0.33533734
2R	46093	0.53984893
2R	46193	0.81872837
2R	46261	0.01501670
2R	46272	0.01501670
2R	46282	0.00150301
2R	46287	0.12072144
2R	46293	0.04933677
2R	46314	0.04933677
2R	46325	0.04876420
2R	46328	0.06334544
2R	46347	0.00150301
2R	46368	0.09995816
2R	46398	0.02149397
2R	46406	0.04933677
2R	46411	0.17647059
2R	46417	0.00150301
2R	46423	0.09995816
2R	46435	0.09995816
2R	46451	0.00150301
2R	46474	0.01501670
2R	46493	0.03081892
2R	46502	0.02066879
2R	46548	0.00150301
2R	46553	0.03035197
2R	46578	0.04144289
2R	46592	0.01155847
2R	46593	0.06334544
2R	46617	0.16766867
2R	46643	0.01257460
2R	46652	0.00150301
2R	46671	0.02149397
2R	46695	0.00150301
2R	46699	0.16126253
2R	46710	0.01257460
2R	46716	0.00150301
2R	46793	0.81872837
2R	46893	0.35027358
2R	46993	0.33533734
2R	47093	0.33533734
2R	47193	0.09218437
2R	47273	0.00150301
2R	47293	0.25225451
2R	47315	0.08929251
2R	47338	0.02149397
2R	47343	0.00150301
2R	47393	0.53984893
2R	47493	0.43028915
2R	47593	0.66766867
2R	47693	0.44497242
2R	47793	0.53360927
2R	47893	0.66766867
2R	47993	0.35027358
2R	48093	0.53984893
2R	48193	0.43028915
2R	48293	0.33533734
2R	48393	0.14802639
2R	48493	0.25661126
2R	48593	0.53984893
2R	48690	0.02149397
2R	48699	0.00150301
2R	48709	0.27631086
2R	48720	0.04530801
2R	48724	0.00150301
2R	48726	0.09236655
2R	48768	0.06334544
2R	48877	0.00150301
2R	48885	0.02066879
2R	48931	0.01161920
2R	48935	0.01237640
2R	48974	0.02149397
2R	48990	0.01387585
2R	49024	0.01257460
2R	49038	0.01161920
2R	49045	0.02066879
2R	49062	0.02066879
2R	49077	0.01161920
2R	49085	0.02066879
2R	49088	0.01501670
2R	49096	0.01461590
2R	49141	0.04323230
2R	49145	0.01257460
2R	49163	0.01150816
2R	49175	0.09218437
2R	49176	0.01257460
2R	49197	0.00150301
2R	49239	0.01161920
2R	49264	0.04144289
2R	49290	0.01257460
2R	49302	0.01161920
2R	49350	0.01237640
2R	49358	0.01161920
2R	49366	0.00150301
2R	49416	0.02955444
2R	49422	0.06930366
2R	49425	0.01461590
2R	49437	0.06447270
2R	49500	0.02149397
2R	49509	0.00150301
2R	49551	0.19112034
2R	49553	0.03716361
2R	49560	0.06447270
2R	49653	0.09236655
2R	49730	0.16126253
2R	49733	0.04144289
2R	49889	0.01077384
2R	49892	0.10055275
2R	49897	0.06334544
2R	49933	0.00150301
2R	49939	0.01440856
2R	49961	0.01461590
2R	50040	0.00150301
2R	50195	0.01645081
2R	50213	0.04298180
2R	50271	0.01237640
2R	50310	0.01161920
2R	50342	0.09236655
2R	50356	0.07980005
2R	50366	0.01055322
2R	50390	0.00150301
2R	50413	0.06447270
2R	50426	0.00150301
2R	50435	0.04876420
2R	50437	0.01645081
2R	50452	0.02149397
2R	50455	0.01461590
2R	50460	0.04323230
2R	50465	0.03553174
2R	50472	0.09236655
2R	50475	0.17894613
2R	50557	0.00150301
2R	50599	0.01161920
2R	50624	0.01155847
2R	50644	0.09218437
2R	50680	0.04323230
2R	50700	0.00150301
2R	50717	0.01161920
2R	50728	0.00150301
2R	50747	0.12192385
2R	50750	0.06570940
2R	50781	0.09218437
2R	50796	0.00150301
2R	50800	0.01257460
2R	50815	0.01161920
2R	50828	0.01257460
2R	50835	0.01237640
2R	50861	0.17489525
2R	50865	0.16766867
2R	50894	0.00150301
2R	50911	0.06447270
2R	50931	0.04876420
2R	51053	0.02149397
2R	51189	0.02066879
2R	51211	0.02066879
2R	51315	0.17894613
2R	51415	0.53984893
2R	51515	0.19226548
2R	51615	0.33533734
2R	51715	0.48304015
2R	51815	0.41870148
2R	51915	0.53984893
2R	52015	0.81872837
2R	52115	0.43028915
2R	52215	0.66766867
2R	52315	0.67022118
2R	52415	0.33533734
2R	52515	0.53984893
2R	52615	0.53984893
2R	52715	0.53984893
2R	52815	0.81872837
2R	52915	0.66766867
2R	53015	0.53984893
2R	53115	0.81872837
2R	53215	0.66766867
2R	53315	0.66766867
2R	53415	0.66766867
2R	53515	0.35027358
2R	53615	0.66766867
2R	53715	0.81872837
2R	53815	0.53984893
2R	53915	0.53984893
2R	54015	0.66766867
2R	54115	0.53984893
2R	54215	0.66766867
2R	54315	1.00000000
2R	54415	0.66766867
2R	54515	1.00000000
2R	54615	0.53984893
2R	54715	0.43028915
2R	54815	0.53984893
2R	54915	0.81872837
2R	55015	0.43028915
2R	55115	0.16638340
2R	55215	0.53984893
2R	55315	0.33533734
2R	55415	0.43028915
2R	55515	0.66766867
2R	55615	0.33533734
2R	55715	0.53984893
2R	55815	0.81872837
2R	55907	0.02149397
2R	55915	0.27631086
2R	56015	0.53984893
2R	56115	0.81872837
2R	56140	0.02149397
2R	56215	0.66766867
2R	56315	0.43028915
2R	56372	0.02149397
2R	56415	0.17894613
2R	56515	0.43028915
2R	56615	0.53984893
2R	56715	0.43028915
2R	56815	0.43028915
2R	56915	0.53984893
2R	57015	0.66766867
2R	57115	0.81872837
2R	57215	0.53984893
2R	57301	0.02066879
2R	57315	0.35027358
2R	57415	0.29089956
2R	57515	0.66766867
2R	57615	0.33533734
2R	57715	0.53984893
2R	57815	0.53984893
2R	57915	0.81872837
2R	58015	0.27631086
2R	58115	0.25225451
2R	58215	0.43028915
2R	58315	0.66766867
2R	58415	0.66766867
2R	58515	0.66766867
2R	58615	0.41870148
2R	58715	0.81872837
2R	58815	0.53984893
2R	58915	0.53984893
2R	59015	0.66766867
2R	59056	0.02149397
2R	59115	0.53984893
2R	59215	0.43028915
2R	59315	0.53984893
2R	59415	0.81872837
2R	59515	0.81872837
2R	59615	0.33533734
2R	59715	0.81872837
2R	59815	0.43028915
2R	59915	0.55474055
2R	60015	0.53984893
2R	60115	0.53984893
2R	60215	0.66766867
2R	60315	1.00000000
2R	60415	0.43028915
2R	60515	0.66766867
2R	60615	0.33533734
2R	60715	0.43028915
2R	60815	0.81872837
2R	60915	0.43028915
2R	61015	0.55474055
2R	61115	0.43028915
2R	61215	0.53984893
2R	61315	0.53984893
2R	61415	0.41870148
2R	61786	0.66766867
2R	61886	0.81872837
2R	61986	0.44497242
2R	62086	0.53360927
2R	62186	0.43028915
2R	62286	0.43028915
2R	62386	0.43028915
2R	62486	0.55474055
2R	62586	0.53984893
2R	62686	0.35027358
2R	62786	0.53984893
2R	62886	0.43028915
2R	62986	0.53984893
2R	63086	0.66766867
2R	63186	0.66766867
2R	63286	0.43028915
2R	63386	0.55474055
2R	63486	0.43028915
2R	63586	0.66766867
2R	63686	1.00000000
2R	63786	0.66766867
2R	63886	0.33533734
2R	63986	0.81872837
2R	64086	0.43028915
2R	64186	0.66766867
2R	64286	0.53360927
2R	64386	0.53984893
2R	64486	0.66766867
2R	64586	0.43028915
2R	64686	0.33533734
2R	64786	0.23764383
2R	64886	0.66766867
2R	64986	0.66766867
2R	65086	0.26802973
2R	65186	0.33533734
2R	65286	0.66766867
2R	65386	0.43028915
2R	65486	0.43028915
2R	65586	0.66766867
2R	65686	0.38798389
2R	65786	0.53984893
2R	65886	0.23686880
2R	65986	0.66766867
2R	66086	0.43028915
2R	66186	0.81872837
2R	66286	0.53984893
2R	66386	0.25225451
2R	66486	0.53360927
2R	66586	0.43028915
2R	66686	0.83535879
2R	66786	0.81872837
2R	66886	0.43028915
2R	66986	0.53984893
2R	67086	0.66766867
2R	67186	0.25225451
2R	67286	0.81872837
2R	67386	0.41870148
2R	67486	1.00000000
2R	67586	0.35027358
2R	67686	0.66766867
2R	67786	0.81872837
2R	67886	0.35027358
2R	67986	0.49549604
2R	67993	0.04558370
2R	68078	0.02066879
2R	68086	0.66766867
2R	68186	0.81872837
2R	68286	0.53984893
2R	68386	0.53984893
2R	68486	0.53360927
2R	68586	0.43028915
2R	68632	0.17894613
2R	68686	0.53360927
2R	68786	0.33533734
2R	68886	0.81872837
2R	68986	0.44497242
2R	69086	0.81872837
2R	69136	0.02149397
2R	69165	0.09995816
2R	69182	0.64054108
2R	69186	0.16766867
2R	69200	0.06334544
2R	69227	0.01265452
2R	69286	0.66766867
2R	69386	0.66766867
2R	69486	0.17894613
2R	69502	0.12072144
2R	69519	0.00150301
2R	69526	0.01237640
2R	69555	0.16816967
2R	69585	0.12192385
2R	69686	0.17894613
2R	69689	0.01461590
2R	69713	0.09236655
2R	69732	0.00150301
2R	69737	0.10055275
2R	69739	0.01155847
2R	69786	0.53984893
2R	69839	0.02149397
2R	69877	0.04323230
2R	69886	0.16816967
2R	69894	0.01110960
2R	69910	0.06334544
2R	69986	0.66766867
2R	70086	0.53984893
2R	70186	0.53984893
2R	70286	0.53984893
2R	70386	0.66766867
2R	70486	0.53984893
2R	70586	0.33533734
2R	70686	0.53984893
2R	70786	1.00000000
2R	70886	0.26802973
2R	70986	0.66766867
2R	71086	0.66766867
2R	71125	0.01257460
2R	71126	0.01501670
2R	71128	0.01636108
2R	71138	0.01461590
2R	71186	0.33533734
2R	71286	0.66766867
2R	71386	0.53984893
2R	71486	0.53984893
2R	71586	0.66766867
2R	71686	0.43028915
2R	71786	0.33533734
2R	71838	0.02149397
2R	71845	0.02066879
2R	71848	0.02149397
2R	71855	0.02066879
2R	71886	0.44497242
2R	71986	0.37631513
2R	72086	0.41870148
2R	72186	0.66766867
2R	72212	0.02149397
2R	72286	0.66766867
2R	72386	0.27631086
2R	72486	0.36096192
2R	72496	0.01461590
2R	72499	0.06447270
2R	72523	0.01461590
2R	72535	0.04933677
2R	72542	0.06447270
2R	72547	0.25000000
2R	72586	0.66766867
2R	72623	0.06334544
2R	72637	0.03957282
2R	72641	0.06334544
2R	72658	0.06334544
2R	72679	0.02149397
2R	72686	0.27631086
2R	72698	0.02066879
2R	72786	0.33533734
2R	72886	0.81872837
2R	72986	0.37631513
2R	73086	0.25225451
2R	73186	0.53984893
2R	73286	0.53984893
2R	73386	0.53984893
2R	73486	0.43028915
2R	73586	0.66766867
2R	73686	1.00000000
2R	73786	0.35027358
2R	73886	0.43028915
2R	73986	0.52387343
2R	74086	0.43028915
2R	74186	0.33533734
2R	74286	0.81872837
2R	74386	0.53984893
2R	74486	0.43028915
2R	74586	0.81872837
2R	74686	0.33533734
2R	74786	0.35027358
2R	74922	0.02149397
2R	75142	0.01155847
2R	75145	0.16126253
2R	75164	0.04298180
2R	75203	0.04144289
2R	75239	0.09218437
2R	75253	0.02149397
2R	75284	0.00150301
2R	75290	0.06334544
2R	75443	0.21705266
2R	75463	0.06447270
2R	75492	0.02149397
2R	75525	0.02066879
2R	75546	0.16816967
2R	75693	0.25349689
2R	75709	0.01161920
2R	75786	0.27631086
2R	75809	0.07315662
2R	75875	0.00150301
2R	75912	0.09995816
2R	75989	0.25380053
2R	76035	0.09218437
2R	76256	0.01257460
2R	76258	0.01161920
2R	76305	0.04323230
2R	76342	0.10055275
2R	76430	0.06334544
2R	76468	0.00150301
2R	76525	0.00150301
2R	76584	0.01155847
2R	76626	0.00150301
2R	76653	0.04683995
2R	76657	0.12072144
2R	76681	0.01461590
2R	76684	0.08027291
2R	76690	0.09236655
2R	76692	0.00150301
2R	76697	0.00150301
2R	76700	0.00150301
2R	76715	0.06447270
2R	76863	0.06447270
2R	76881	0.09995816
2R	76882	0.06334544
2R	76889	0.12072144
2R	76903	0.06447270
2R	76907	0.06334544
2R	76916	0.25349689
2R	76946	0.01161920
2R	76952	0.01501670
2R	76971	0.02066879
2R	76975	0.09236655
2R	77018	0.12042433
2R	77062	0.12192385
2R	77063	0.06334544
2R	77071	0.06334544
2R	77099	0.00150301
2R	77120	0.00150301
2R	77192	0.01257460
2R	77241	0.04558370
2R	77257	0.01645081
2R	77417	0.16126253
2R	77437	0.04144289
2R	77493	0.04933677
2R	77509	0.09218437
2R	77545	0.01237640
2R	77573	0.04298180
2R	77689	0.01155847
2R	77747	0.01161920
2R	77783	0.04298180
2R	77799	0.01237640
2R	77863	0.01161920
2R	77880	0.01161920
2R	77886	0.01161920
2R	77934	0.01237640
2R	77942	0.04323230
2R	78077	0.03553174
2R	78094	0.06334544
2R	78095	0.01237640
2R	78101	0.00150301
2R	78110	0.03478868
2R	78126	0.00150301
2R	78132	0.01155847
2R	78140	0.09236655
2R	78151	0.06343661
2R	78153	0.01039247
2R	78156	0.02149397
2R	78161	0.03478868
2R	78173	0.01237640
2R	78191	0.04323230
2R	78193	0.03081892
2R	78228	0.02066879
2R	78304	0.01501670
2R	78314	0.01257460
2R	78315	0.01155847
2R	78324	0.01501670
2R	78325	0.01257460
2R	78344	0.00150301
2R	78370	0.02066879
2R	78409	0.02066879
2R	78416	0.04323230
2R	78419	0.16816967
2R	78420	0.04298180
2R	78437	0.00150301
2R	78443	0.01161920
2R	78455	0.06930366
2R	78463	0.19226548
2R	78490	0.00150301
2R	78515	0.04683995
2R	78525	0.01501670
2R	78548	0.09066234
2R	78570	0.01161920
2R	78573	0.00150301
2R	78574	0.02066879
2R	78609	0.01278962
2R	78635	0.06334544
2R	78648	0.06334544
2R	78697	0.01155847
2R	78728	0.06660049
2R	78764	0.16766867
2R	78782	0.01257460
2R	78783	0.04323230
2R	78800	0.01155847
2R	78851	0.01237640
2R	78902	0.01257460
2R	78917	0.25349689
2R	78922	0.09995816
2R	78949	0.01237640
2R	78970	0.01257460
2R	79004	0.01069429
2R	79060	0.01257460
2R	79116	0.01237640
2R	79129	0.12714750
2R	79130	0.04144289
2R	79305	0.01440856
2R	79397	0.12072144
2R	79425	0.09995816
2R	79438	0.00150301
2R	79531	0.01237640
2R	79536	0.00150301
2R	79545	0.10055275
2R	79564	0.01155847
2R	79598	0.01501670
2R	79603	0.04933677
2R	79610	0.00150301
2R	79650	0.01237640
2R	79667	0.12072144
2R	79685	0.01501670
2R	79702	0.17894613
2R	79706	0.06570940
2R	79714	0.01461590
2R	79725	0.00150301
2R	79726	0.08929251
2R	79735	0.06334544
2R	79738	0.01237640
2R	79753	0.09218437
2R	79782	0.00150301
2R	79914	0.01155847
2R	79927	0.02066879
2R	79941	0.00150301
2R	79987	0.04933677
2R	80008	0.09995816
2R	80009	0.00150301
2R	80036	0.00150301
2R	80044	0.04876420
2R	80061	0.00150301
2R	80139	0.02149397
2R	80174	0.09995816
2R	80185	0.01155847
2R	80198	0.02149397
2R	80209	0.00150301
2R	80222	0.04933677
2R	80226	0.01110960
2R	80227	0.04298180
2R	80229	0.02149397
2R	80232	0.01161920
2R	80252	0.01257460
2R	80267	0.17894613
2R	80268	0.01237640
2R	80283	0.09218437
2R	80426	0.66766867
2R	80529	0.04323230
2R	80586	0.04323230
2R	80598	0.00150301
2R	80604	0.01257460
2R	80612	0.10055275
2R	80633	0.04933677
2R	80637	0.01257460
2R	80641	0.17647059
2R	80648	0.06447270
2R	80664	0.02066879
2R	80669	0.00150301
2R	80673	0.04298180
2R	80696	0.01237640
2R	80698	0.04298180
2R	80699	0.06930366
2R	80728	0.02149397
2R	80760	0.12192385
2R	80764	0.09066234
2R	80800	0.04933677
2R	80870	0.00150301
2R	80893	0.06334544
2R	80905	0.02066879
2R	80918	0.10055275
2R	80939	0.09995816
